"Address","Occurrences","H1-1","H1-1 Length","Indexability","Indexability Status"
"https://beswib.com/pt/legals/legal-notice","1","Aviso Legal","11","Indexable",""
"https://beswib.com/es/legals/legal-notice","1","Aviso Legal","11","Indexable",""
"https://beswib.com/en/events/wkwz84ohf27ariu","1","La Marmotte Granfondo 2026","26","Indexable",""
"https://beswib.com/en/marketplace/81xcw85cv687o90","1","La Marmotte Granfondo 2026","26","Indexable",""
"https://beswib.com/ko/marketplace/81xcw85cv687o90","1","La Marmotte Granfondo 2026","26","Indexable",""
"https://beswib.com/ko/events/wkwz84ohf27ariu","1","La Marmotte Granfondo 2026","26","Indexable",""
"https://beswib.com/ro/events/wkwz84ohf27ariu","1","La Marmotte Granfondo 2026","26","Indexable",""
"https://beswib.com/ro/marketplace/81xcw85cv687o90","1","La Marmotte Granfondo 2026","26","Indexable",""
"https://beswib.com/nl/events/wkwz84ohf27ariu","1","La Marmotte Granfondo 2026","26","Indexable",""
"https://beswib.com/nl/marketplace/81xcw85cv687o90","1","La Marmotte Granfondo 2026","26","Indexable",""
"https://beswib.com/fr/events/wkwz84ohf27ariu","1","La Marmotte Granfondo 2026","26","Indexable",""
"https://beswib.com/fr/marketplace/81xcw85cv687o90","1","La Marmotte Granfondo 2026","26","Indexable",""
"https://beswib.com/it/marketplace/81xcw85cv687o90","1","La Marmotte Granfondo 2026","26","Indexable",""
"https://beswib.com/it/events/wkwz84ohf27ariu","1","La Marmotte Granfondo 2026","26","Indexable",""
"https://beswib.com/es/marketplace/81xcw85cv687o90","1","La Marmotte Granfondo 2026","26","Indexable",""
"https://beswib.com/es/events/wkwz84ohf27ariu","1","La Marmotte Granfondo 2026","26","Indexable",""
"https://beswib.com/de/marketplace/81xcw85cv687o90","1","La Marmotte Granfondo 2026","26","Indexable",""
"https://beswib.com/de/events/wkwz84ohf27ariu","1","La Marmotte Granfondo 2026","26","Indexable",""
"https://beswib.com/pt/events/wkwz84ohf27ariu","1","La Marmotte Granfondo 2026","26","Indexable",""
"https://beswib.com/pt/marketplace/81xcw85cv687o90","1","La Marmotte Granfondo 2026","26","Indexable",""
"https://beswib.com/en/events/1pg7681oa6hoy25","1","Marathon International de Lyon 2026","35","Indexable",""
"https://beswib.com/en/marketplace/r42069y3n9m6q2y","1","Marathon International de Lyon 2026","35","Indexable",""
"https://beswib.com/ko/events/1pg7681oa6hoy25","1","Marathon International de Lyon 2026","35","Indexable",""
"https://beswib.com/ko/marketplace/r42069y3n9m6q2y","1","Marathon International de Lyon 2026","35","Indexable",""
"https://beswib.com/ro/events/1pg7681oa6hoy25","1","Marathon International de Lyon 2026","35","Indexable",""
"https://beswib.com/ro/marketplace/r42069y3n9m6q2y","1","Marathon International de Lyon 2026","35","Indexable",""
"https://beswib.com/nl/events/1pg7681oa6hoy25","1","Marathon International de Lyon 2026","35","Indexable",""
"https://beswib.com/nl/marketplace/r42069y3n9m6q2y","1","Marathon International de Lyon 2026","35","Indexable",""
"https://beswib.com/fr/events/1pg7681oa6hoy25","1","Marathon International de Lyon 2026","35","Indexable",""
"https://beswib.com/fr/marketplace/r42069y3n9m6q2y","1","Marathon International de Lyon 2026","35","Indexable",""
"https://beswib.com/it/marketplace/r42069y3n9m6q2y","1","Marathon International de Lyon 2026","35","Indexable",""
"https://beswib.com/it/events/1pg7681oa6hoy25","1","Marathon International de Lyon 2026","35","Indexable",""
"https://beswib.com/es/marketplace/r42069y3n9m6q2y","1","Marathon International de Lyon 2026","35","Indexable",""
"https://beswib.com/es/events/1pg7681oa6hoy25","1","Marathon International de Lyon 2026","35","Indexable",""
"https://beswib.com/de/marketplace/r42069y3n9m6q2y","1","Marathon International de Lyon 2026","35","Indexable",""
"https://beswib.com/de/events/1pg7681oa6hoy25","1","Marathon International de Lyon 2026","35","Indexable",""
"https://beswib.com/pt/events/1pg7681oa6hoy25","1","Marathon International de Lyon 2026","35","Indexable",""
"https://beswib.com/pt/marketplace/r42069y3n9m6q2y","1","Marathon International de Lyon 2026","35","Indexable",""
"https://beswib.com/en/marketplace","1","Marketplace","11","Indexable",""
"https://beswib.com/pt/marketplace","1","Marketplace","11","Indexable",""
"https://beswib.com/en/legals/privacy-policy","1","Privacy Policy of Beswib","24","Indexable",""
"https://beswib.com/nl/legals/privacy-policy","1","Privacy Policy of Beswib","24","Indexable",""
"https://beswib.com/en/marketplace/lx6f29z7ceq5c42","1","Trail des Templiers 2026","24","Indexable",""
"https://beswib.com/en/events/cezxm647325s155","1","Trail des Templiers 2026","24","Indexable",""
"https://beswib.com/ko/marketplace/lx6f29z7ceq5c42","1","Trail des Templiers 2026","24","Indexable",""
"https://beswib.com/ko/events/cezxm647325s155","1","Trail des Templiers 2026","24","Indexable",""
"https://beswib.com/ro/events/cezxm647325s155","1","Trail des Templiers 2026","24","Indexable",""
"https://beswib.com/ro/marketplace/lx6f29z7ceq5c42","1","Trail des Templiers 2026","24","Indexable",""
"https://beswib.com/nl/events/cezxm647325s155","1","Trail des Templiers 2026","24","Indexable",""
"https://beswib.com/nl/marketplace/lx6f29z7ceq5c42","1","Trail des Templiers 2026","24","Indexable",""
"https://beswib.com/fr/marketplace/lx6f29z7ceq5c42","1","Trail des Templiers 2026","24","Indexable",""
"https://beswib.com/fr/events/cezxm647325s155","1","Trail des Templiers 2026","24","Indexable",""
"https://beswib.com/it/events/cezxm647325s155","1","Trail des Templiers 2026","24","Indexable",""
"https://beswib.com/it/marketplace/lx6f29z7ceq5c42","1","Trail des Templiers 2026","24","Indexable",""
"https://beswib.com/es/events/cezxm647325s155","1","Trail des Templiers 2026","24","Indexable",""
"https://beswib.com/es/marketplace/lx6f29z7ceq5c42","1","Trail des Templiers 2026","24","Indexable",""
"https://beswib.com/de/events/cezxm647325s155","1","Trail des Templiers 2026","24","Indexable",""
"https://beswib.com/de/marketplace/lx6f29z7ceq5c42","1","Trail des Templiers 2026","24","Indexable",""
"https://beswib.com/pt/events/cezxm647325s155","1","Trail des Templiers 2026","24","Indexable",""
"https://beswib.com/pt/marketplace/lx6f29z7ceq5c42","1","Trail des Templiers 2026","24","Indexable",""
"https://beswib.com/en/events/vw36h00n8n6zk7s","1","Ultra Trail des Alpes 2026","26","Indexable",""
"https://beswib.com/en/marketplace/5vm8708u44dfi74","1","Ultra Trail des Alpes 2026","26","Indexable",""
"https://beswib.com/ko/marketplace/5vm8708u44dfi74","1","Ultra Trail des Alpes 2026","26","Indexable",""
"https://beswib.com/ko/events/vw36h00n8n6zk7s","1","Ultra Trail des Alpes 2026","26","Indexable",""
"https://beswib.com/ro/marketplace/5vm8708u44dfi74","1","Ultra Trail des Alpes 2026","26","Indexable",""
"https://beswib.com/ro/events/vw36h00n8n6zk7s","1","Ultra Trail des Alpes 2026","26","Indexable",""
"https://beswib.com/nl/marketplace/5vm8708u44dfi74","1","Ultra Trail des Alpes 2026","26","Indexable",""
"https://beswib.com/nl/events/vw36h00n8n6zk7s","1","Ultra Trail des Alpes 2026","26","Indexable",""
"https://beswib.com/fr/marketplace/5vm8708u44dfi74","1","Ultra Trail des Alpes 2026","26","Indexable",""
"https://beswib.com/fr/events/vw36h00n8n6zk7s","1","Ultra Trail des Alpes 2026","26","Indexable",""
"https://beswib.com/it/marketplace/5vm8708u44dfi74","1","Ultra Trail des Alpes 2026","26","Indexable",""
"https://beswib.com/it/events/vw36h00n8n6zk7s","1","Ultra Trail des Alpes 2026","26","Indexable",""
"https://beswib.com/es/marketplace/5vm8708u44dfi74","1","Ultra Trail des Alpes 2026","26","Indexable",""
"https://beswib.com/es/events/vw36h00n8n6zk7s","1","Ultra Trail des Alpes 2026","26","Indexable",""
"https://beswib.com/de/marketplace/5vm8708u44dfi74","1","Ultra Trail des Alpes 2026","26","Indexable",""
"https://beswib.com/de/events/vw36h00n8n6zk7s","1","Ultra Trail des Alpes 2026","26","Indexable",""
"https://beswib.com/pt/events/vw36h00n8n6zk7s","1","Ultra Trail des Alpes 2026","26","Indexable",""
"https://beswib.com/pt/marketplace/5vm8708u44dfi74","1","Ultra Trail des Alpes 2026","26","Indexable",""
